,name_sell,link_sell,price_sell,seller_sell,year_sell,body_sell,mileage_sell,engine_sell,BHP_sell,transmission_sell,fuel_sell,owners_sell,brand_sell,postcode_sell
141,Ford S-Max,https://www.autotrader.co.uk/car-details/202211191820035,1500,4.7 (100 reviews) ringwood (29 miles),2007,MPV,140000.0,2.0,145.0,Manual,Petrol,,Ford,DT1 3GJ
142,Saab 9-3,https://www.autotrader.co.uk/car-details/202305127304276,999,4.7 (124 reviews),2007,Saloon,173000.0,1.9,148.0,Automatic,Diesel,,Saab,DT1 3GJ
143,Renault Scenic,https://www.autotrader.co.uk/car-details/202305057046673,1990,4.6 (331 reviews),2007,MPV,91000.0,2.0,136.0,Automatic,Petrol,,Renault,DT1 3GJ
144,Mercedes-Benz CLS,https://www.autotrader.co.uk/car-details/202302043928925,5500,somerton (27 miles),2007,Saloon,83000.0,5.5,382.0,Automatic,Petrol,7.0,Mercedes-Benz,DT1 3GJ
145,MINI Hatch Cooper,https://www.autotrader.co.uk/car-details/202303014782619,2990,4.6 (163 reviews),2007,Hatchback,80850.0,1.6,118.0,Manual,Petrol,,MINI,DT1 3GJ
146,Subaru Impreza,https://www.autotrader.co.uk/car-details/202304166349293,2195,"gillingham, dorset (24 miles)",2007,Hatchback,92737.0,1.5,103.0,Manual,Petrol,2.0,Subaru,DT1 3GJ
147,Peugeot 107,https://www.autotrader.co.uk/car-details/202305057059548,1995,poole (17 miles),2007,Hatchback,97000.0,1.0,,Manual,Petrol,7.0,Peugeot,DT1 3GJ
148,Volkswagen FOX,https://www.autotrader.co.uk/car-details/202305137334665,2350,4.7 (45 reviews) bournemouth (26 miles),2007,Hatchback,95000.0,1.2,,Manual,Petrol,3.0,Volkswagen,DT1 3GJ
149,Fiat Grande Punto,https://www.autotrader.co.uk/car-details/202303145226451,2490,4.6 (331 reviews),2007,Hatchback,67000.0,1.4,77.0,Manual,Petrol,,Fiat,DT1 3GJ
150,Citroen C3,https://www.autotrader.co.uk/car-details/202304126205510,2495,5.0 (6 reviews) bournemouth (29 miles),2007,Hatchback,114783.0,1.6,107.0,Automatic,Petrol,,Citroen,DT1 3GJ
151,Renault Clio,https://www.autotrader.co.uk/car-details/202305046990496,2490,4.6 (331 reviews),2007,Hatchback,80000.0,1.4,98.0,Manual,Petrol,,Renault,DT1 3GJ
152,Vauxhall Vectra,https://www.autotrader.co.uk/car-details/202212082381887,1990,4.8 (117 reviews),2007,Hatchback,99000.0,1.8,138.0,Manual,Petrol,,Vauxhall,DT1 3GJ
153,Toyota Auris,https://www.autotrader.co.uk/car-details/202304066039481,2495,poole (23 miles),2007,Hatchback,83000.0,1.6,122.0,Manual,Petrol,,Toyota,DT1 3GJ
154,BMW 1 Series,https://www.autotrader.co.uk/car-details/202303265643024,3500,poole (20 miles),2007,Hatchback,96000.0,2.0,,Manual,Diesel,4.0,BMW,DT1 3GJ
155,MINI Hatch,https://www.autotrader.co.uk/car-details/202304306845096,4295,4.5 (34 reviews) bournemouth (29 miles),2007,Hatchback,82000.0,1.6,,Manual,Petrol,,MINI,DT1 3GJ
156,Volkswagen FOX,https://www.autotrader.co.uk/car-details/202305157392813,2490,4.8 (117 reviews),2007,Hatchback,68000.0,1.2,,Manual,Petrol,,Volkswagen,DT1 3GJ
157,Mercedes-Benz C Class,https://www.autotrader.co.uk/car-details/202305067072193,1995,ferndown (27 miles),2007,Estate,173464.0,2.1,150.0,Automatic,Diesel,2.0,Mercedes-Benz,DT1 3GJ
158,Audi A4 Cabriolet,https://www.autotrader.co.uk/car-details/202304196460715,2695,beaminster (19 miles),2007,Convertible,119058.0,2.0,138.0,Manual,Diesel,3.0,Audi,DT1 3GJ
159,Land Rover Freelander 2,https://www.autotrader.co.uk/car-details/202210251055165,4000,4.1 (1045 reviews),2007,SUV,109000.0,2.2,,Manual,Diesel,2.0,Land,DT1 3GJ
160,Citroen C4 Picasso,https://www.autotrader.co.uk/car-details/202304186412128,3490,4.6 (331 reviews),2007,MPV,72000.0,1.6,,Automatic,Diesel,,Citroen,DT1 3GJ
161,Renault Clio,https://www.autotrader.co.uk/car-details/202302023854516,2490,4.8 (117 reviews),2007,Hatchback,69000.0,1.4,98.0,Manual,Petrol,,Renault,DT1 3GJ
162,KIA Ceed,https://www.autotrader.co.uk/car-details/202212152550905,2500,4.5 (15 reviews),2007,Hatchback,70304.0,1.6,120.0,Manual,Petrol,,KIA,DT1 3GJ
163,Ford KA,https://www.autotrader.co.uk/car-details/202305046989265,1990,4.6 (331 reviews),2007,Hatchback,37000.0,1.3,69.0,Manual,Petrol,,Ford,DT1 3GJ
164,Suzuki Ignis,https://www.autotrader.co.uk/car-details/202302134208470,1790,bournemouth (27 miles),2007,Hatchback,81125.0,1.3,93.0,Manual,Petrol,5.0,Suzuki,DT1 3GJ
165,Honda Civic,https://www.autotrader.co.uk/car-details/202208098624232,2490,4.6 (163 reviews),2007,Hatchback,62000.0,1.8,138.0,Manual,Petrol,,Honda,DT1 3GJ
166,Toyota Corolla Verso,https://www.autotrader.co.uk/car-details/202304176361190,2333,4.4 (83 reviews),2007,MPV,131742.0,2.2,134.0,Manual,Diesel,,Toyota,DT1 3GJ
167,Vauxhall Signum,https://www.autotrader.co.uk/car-details/202212172586359,2495,4.6 (33 reviews),2007,Hatchback,99000.0,2.2,152.0,Manual,Petrol,,Vauxhall,DT1 3GJ
168,Fiat Panda,https://www.autotrader.co.uk/car-details/202304136240961,2990,4.6 (331 reviews),2007,Hatchback,90000.0,1.2,60.0,Manual,Petrol,,Fiat,DT1 3GJ
169,Vauxhall Zafira,https://www.autotrader.co.uk/car-details/202302154292738,2390,4.6 (331 reviews),2007,MPV,102000.0,1.8,,Manual,Petrol,,Vauxhall,DT1 3GJ
170,Volkswagen Beetle,https://www.autotrader.co.uk/car-details/202304196446659,3490,4.8 (117 reviews),2007,Hatchback,63000.0,1.6,,Manual,Petrol,,Volkswagen,DT1 3GJ
171,BMW 3 Series,https://www.autotrader.co.uk/car-details/202305077115010,9500,ferndown (27 miles),2007,Coupe,81000.0,3.0,,Automatic,Petrol,5.0,BMW,DT1 3GJ
172,Audi A4,https://www.autotrader.co.uk/car-details/202305036969040,5990,4.8 (60 reviews),2007,Estate,90000.0,3.0,229.0,Automatic,Diesel,,Audi,DT1 3GJ
173,Renault Modus,https://www.autotrader.co.uk/car-details/202304256648658,2490,4.6 (331 reviews),2007,Hatchback,75000.0,1.2,100.0,Manual,Petrol,,Renault,DT1 3GJ
174,Ford Focus,https://www.autotrader.co.uk/car-details/202304086103184,2500,4.9 (259 reviews),2007,Hatchback,103000.0,2.0,143.0,Manual,Petrol,3.0,Ford,DT1 3GJ
175,Ford Fiesta,https://www.autotrader.co.uk/car-details/202304206494196,2490,4.6 (331 reviews),2007,Hatchback,85000.0,,74.0,Manual,Petrol,,Ford,DT1 3GJ
176,Nissan Qashqai,https://www.autotrader.co.uk/car-details/202305047017217,3995,ferndown (27 miles),2007,Hatchback,90000.0,1.6,113.0,Manual,Petrol,,Nissan,DT1 3GJ
177,Ford S-Max,https://www.autotrader.co.uk/car-details/202305147367900,2290,4.6 (163 reviews),2007,MPV,130000.0,2.0,143.0,Manual,Diesel,,Ford,DT1 3GJ
178,Renault Megane,https://www.autotrader.co.uk/car-details/202210010320239,2500,4.5 (15 reviews),2007,Hatchback,47200.0,1.4,100.0,Manual,Petrol,2.0,Renault,DT1 3GJ
179,Peugeot 207,https://www.autotrader.co.uk/car-details/202302013817101,2490,4.8 (117 reviews),2007,Hatchback,91000.0,1.4,90.0,Manual,Petrol,,Peugeot,DT1 3GJ
180,Fiat Grande Punto,https://www.autotrader.co.uk/car-details/202302013835611,3995,4.9 (82 reviews) poole (23 miles),2007,Hatchback,17300.0,1.2,74.0,Manual,Diesel,2.0,Fiat,DT1 3GJ
181,Peugeot 206,https://www.autotrader.co.uk/car-details/202304266686755,2695,4.5 (34 reviews) bournemouth (29 miles),2007,Hatchback,59000.0,1.4,75.0,Manual,Petrol,3.0,Peugeot,DT1 3GJ
182,Peugeot 207,https://www.autotrader.co.uk/car-details/202305117256633,2295,poole (20 miles),2007,Hatchback,78047.0,1.4,75.0,Manual,Petrol,4.0,Peugeot,DT1 3GJ
183,Citroen C8,https://www.autotrader.co.uk/car-details/202302124188734,3490,4.8 (117 reviews),2007,MPV,85000.0,2.0,136.0,Manual,Diesel,,Citroen,DT1 3GJ
184,Alfa Romeo Spider,https://www.autotrader.co.uk/car-details/202104151415764,8990,4.9 (813 reviews),2007,Convertible,74500.0,2.4,200.0,Manual,Diesel,2.0,Alfa,DT1 3GJ
185,BMW Z4,https://www.autotrader.co.uk/car-details/202304266690801,3995,poole (23 miles),2007,Convertible,123000.0,2.0,148.0,Manual,Petrol,,BMW,DT1 3GJ
186,Honda Jazz,https://www.autotrader.co.uk/car-details/202302114171415,5195,4.9 (82 reviews) poole (23 miles),2007,Hatchback,58000.0,1.3,82.0,Automatic,Petrol,,Honda,DT1 3GJ
187,Mitsubishi Shogun,https://www.autotrader.co.uk/car-details/202211021311393,5990,4.6 (331 reviews),2007,SUV,120000.0,3.2,,Automatic,Diesel,,Mitsubishi,DT1 3GJ
188,Vauxhall Meriva,https://www.autotrader.co.uk/car-details/202304066033213,1990,4.6 (331 reviews),2007,MPV,107000.0,1.6,104.0,Manual,Petrol,,Vauxhall,DT1 3GJ
189,Citroen Xsara Picasso,https://www.autotrader.co.uk/car-details/202304196442106,2995,4.6 (33 reviews),2007,MPV,78000.0,1.6,92.0,Manual,Diesel,,Citroen,DT1 3GJ
190,SEAT Ibiza,https://www.autotrader.co.uk/car-details/202303135200319,2490,4.6 (331 reviews),2007,Hatchback,96000.0,1.4,73.0,Manual,Petrol,,SEAT,DT1 3GJ
191,Citroen C8,https://www.autotrader.co.uk/car-details/202305147359647,1990,4.6 (331 reviews),2007,MPV,118000.0,2.0,136.0,Manual,Diesel,,Citroen,DT1 3GJ
192,BMW X5,https://www.autotrader.co.uk/car-details/202301143249844,6995,4.2 (86 reviews) poole (23 miles),2007,SUV,99500.0,3.0,,Automatic,Diesel,,BMW,DT1 3GJ
193,Nissan X-Trail,https://www.autotrader.co.uk/car-details/202305046994020,5995,5.0 (87 reviews) ferndown (27 miles),2007,SUV,85000.0,2.0,,Automatic,Diesel,,Nissan,DT1 3GJ
194,Audi A6,https://www.autotrader.co.uk/car-details/202303285716166,4895,4.6 (7 reviews) bournemouth (27 miles),2007,Saloon,91830.0,2.0,168.0,Automatic,Petrol,3.0,Audi,DT1 3GJ
195,Honda Fr-V,https://www.autotrader.co.uk/car-details/202304276757040,4995,5.0 (87 reviews) ferndown (27 miles),2007,MPV,102000.0,1.8,138.0,Automatic,Petrol,2.0,Honda,DT1 3GJ
196,Renault Clio,https://www.autotrader.co.uk/car-details/202212082378230,2390,4.6 (331 reviews),2007,Hatchback,91000.0,1.4,98.0,Manual,Petrol,,Renault,DT1 3GJ
197,BMW 3 Series,https://www.autotrader.co.uk/car-details/202303305791441,5490,4.6 (331 reviews),2007,Coupe,103000.0,3.0,,Automatic,Diesel,,BMW,DT1 3GJ
198,Volkswagen Beetle,https://www.autotrader.co.uk/car-details/202304266689120,2990,4.6 (331 reviews),2007,Hatchback,73000.0,1.9,,Manual,Diesel,,Volkswagen,DT1 3GJ
199,BMW Z4,https://www.autotrader.co.uk/car-details/202302264656012,7790,poole (24 miles),2007,Convertible,35441.0,2.0,,Manual,Petrol,2.0,BMW,DT1 3GJ
200,Suzuki SX4,https://www.autotrader.co.uk/car-details/202303044893345,2490,4.6 (331 reviews),2007,SUV,122000.0,1.6,,Manual,Petrol,,Suzuki,DT1 3GJ
201,Volkswagen Golf,https://www.autotrader.co.uk/car-details/202303165321677,3999,bournemouth (28 miles),2007,Hatchback,82958.0,1.6,113.0,Manual,Petrol,,Volkswagen,DT1 3GJ
202,Honda Cr-V,https://www.autotrader.co.uk/car-details/202304086093533,7950,4.9 (259 reviews),2007,SUV,54891.0,2.0,148.0,Automatic,Petrol,,Honda,DT1 3GJ
203,Nissan Micra C+C,https://www.autotrader.co.uk/car-details/202304266692794,2990,4.8 (117 reviews),2007,Convertible,84000.0,1.6,109.0,Manual,Petrol,,Nissan,DT1 3GJ
204,Mitsubishi Shogun,https://www.autotrader.co.uk/car-details/202305047003245,6490,4.6 (331 reviews),2007,SUV,99000.0,3.2,,Automatic,Diesel,3.0,Mitsubishi,DT1 3GJ
205,BMW 3 Series,https://www.autotrader.co.uk/car-details/202305057031018,6250,dorchester (1 mile),2007,Saloon,59000.0,3.0,,Manual,Petrol,5.0,BMW,DT1 3GJ
206,Peugeot 207,https://www.autotrader.co.uk/car-details/202302033905626,2490,4.6 (331 reviews),2007,Hatchback,97000.0,1.4,90.0,Manual,Petrol,,Peugeot,DT1 3GJ
207,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202304146272281,4999,5.0 (47 reviews) dorchester (2 miles),2007,Hatchback,54000.0,1.4,89.0,Manual,Petrol,2.0,Vauxhall,DT1 3GJ
208,Ford Fiesta,https://www.autotrader.co.uk/car-details/202211221897797,4495,4.5 (10 reviews),2007,Hatchback,14491.0,,74.0,Manual,Petrol,,Ford,DT1 3GJ
209,Ford KA,https://www.autotrader.co.uk/car-details/202211221900011,2490,4.6 (331 reviews),2007,Hatchback,41000.0,1.3,69.0,Manual,Petrol,,Ford,DT1 3GJ
210,Mercedes-Benz M Class,https://www.autotrader.co.uk/car-details/202305107216924,6475,salisbury (24 miles),2007,SUV,70032.0,3.0,190.0,Automatic,Diesel,5.0,Mercedes-Benz,DT1 3GJ
