,name_2,link_2,price_2,seller_2,year_2,body_2,mileage_2,engine_2,BHP_2,transmission_2,fuel_2,owners_2,brand_2,postcode_2
11,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202304136260030,2490,somerton (27 miles),2005,Hatchback,123000.0,1.8,123.0,Automatic,Petrol,2.0,Vauxhall,DT1 3GJ
12,Renault Clio,https://www.autotrader.co.uk/car-details/202302224535097,1990,4.8 (117 reviews),2005,Hatchback,72000.0,1.2,75.0,Manual,Petrol,,Renault,DT1 3GJ
13,SKODA Fabia,https://www.autotrader.co.uk/car-details/202305117248234,2500,4.9 (259 reviews),2005,Hatchback,78868.0,1.2,64.0,Manual,Petrol,4.0,SKODA,DT1 3GJ
14,Volkswagen Passat,https://www.autotrader.co.uk/car-details/202305087148827,2250,south petherton (22 miles),2005,Saloon,96042.0,1.9,130.0,Automatic,Diesel,2.0,Volkswagen,DT1 3GJ
15,Citroen C4,https://www.autotrader.co.uk/car-details/202305127303549,1850,bournemouth (25 miles),2005,Coupe,89062.0,1.6,110.0,Manual,Petrol,6.0,Citroen,DT1 3GJ
16,Renault Clio,https://www.autotrader.co.uk/car-details/202211081483778,1990,4.6 (331 reviews),2005,Hatchback,64000.0,1.2,75.0,Manual,Petrol,,Renault,DT1 3GJ
17,Ford Streetka,https://www.autotrader.co.uk/car-details/202303105097379,2975,weymouth (8 miles),2005,Convertible,35000.0,1.6,94.0,Manual,Petrol,,Ford,DT1 3GJ
18,Ford Fusion,https://www.autotrader.co.uk/car-details/202304266717154,1790,4.7 (25 reviews) ferndown (27 miles),2005,Hatchback,128000.0,1.4,67.0,Manual,Diesel,3.0,Ford,DT1 3GJ
19,BMW 3 Series,https://www.autotrader.co.uk/car-details/202304196438602,4995,wimborne (20 miles),2005,Coupe,85800.0,2.2,170.0,Manual,Petrol,4.0,BMW,DT1 3GJ
20,MINI Hatch,https://www.autotrader.co.uk/car-details/202304206494247,2490,4.6 (331 reviews),2005,Hatchback,92000.0,1.6,,Manual,Petrol,,MINI,DT1 3GJ
21,Honda Jazz,https://www.autotrader.co.uk/car-details/202305127309864,3495,5.0 (87 reviews) ferndown (27 miles),2005,Hatchback,56000.0,1.4,82.0,Manual,Petrol,2.0,Honda,DT1 3GJ
22,Honda Civic,https://www.autotrader.co.uk/car-details/202301273679193,3295,4.7 (37 reviews) ringwood (28 miles),2005,Hatchback,100400.0,2.0,158.0,Manual,Petrol,2.0,Honda,DT1 3GJ
23,Chrysler Crossfire,https://www.autotrader.co.uk/car-details/202305046994721,3475,langport (28 miles),2005,Coupe,94346.0,3.2,215.0,Automatic,Petrol,2.0,Chrysler,DT1 3GJ
24,Mercedes-Benz CLK,https://www.autotrader.co.uk/car-details/202301273655601,2995,4.4 (14 reviews) bournemouth (29 miles),2005,Convertible,122000.0,1.8,163.0,Automatic,Petrol,3.0,Mercedes-Benz,DT1 3GJ
25,Mercedes-Benz CLK,https://www.autotrader.co.uk/car-details/202305077121470,2500,bournemouth (29 miles),2005,Coupe,101000.0,3.2,215.0,Automatic,Petrol,2.0,Mercedes-Benz,DT1 3GJ
26,Toyota Yaris,https://www.autotrader.co.uk/car-details/202302224521113,2490,4.8 (117 reviews),2005,Hatchback,62000.0,1.0,67.0,Manual,Petrol,,Toyota,DT1 3GJ
27,Renault Megane,https://www.autotrader.co.uk/car-details/202303024829821,1990,4.6 (331 reviews),2005,Hatchback,89000.0,1.6,115.0,Manual,Petrol,,Renault,DT1 3GJ
28,Mazda3,https://www.autotrader.co.uk/car-details/202305097166274,3495,5.0 (211 reviews) bournemouth (26 miles),2005,Saloon,103000.0,1.6,103.0,Automatic,Petrol,2.0,Mazda3,DT1 3GJ
29,BMW 5 Series,https://www.autotrader.co.uk/car-details/202304196443722,3490,4.6 (331 reviews),2005,Saloon,110000.0,3.0,,Automatic,Diesel,,BMW,DT1 3GJ
30,Mercedes-Benz C Class,https://www.autotrader.co.uk/car-details/202301213469605,3750,4.6 (23 reviews) poole (23 miles),2005,Estate,106311.0,2.1,143.0,Automatic,Diesel,3.0,Mercedes-Benz,DT1 3GJ
31,Nissan Almera,https://www.autotrader.co.uk/car-details/202304146280691,2490,4.8 (117 reviews),2005,Hatchback,49000.0,1.5,89.0,Manual,Petrol,,Nissan,DT1 3GJ
32,Honda Jazz,https://www.autotrader.co.uk/car-details/202304296820870,3250,bournemouth (26 miles),2005,Hatchback,75300.0,1.4,82.0,Automatic,Petrol,4.0,Honda,DT1 3GJ
33,Ford C-Max,https://www.autotrader.co.uk/car-details/202303135186770,1300,4.7 (100 reviews) ringwood (29 miles),2005,MPV,92910.0,1.6,99.0,Manual,Petrol,,Ford,DT1 3GJ
34,Ford KA,https://www.autotrader.co.uk/car-details/202305137343928,2495,ferndown (27 miles),2005,Hatchback,42500.0,1.3,69.0,Manual,Petrol,2.0,Ford,DT1 3GJ
35,Honda Civic,https://www.autotrader.co.uk/car-details/202304045944904,2995,4.7 (52 reviews) wimborne (22 miles),2005,Hatchback,105000.0,2.0,158.0,Manual,Petrol,,Honda,DT1 3GJ
36,Nissan Micra,https://www.autotrader.co.uk/car-details/202303044888382,2490,4.6 (331 reviews),2005,Hatchback,32000.0,1.2,79.0,Manual,Petrol,,Nissan,DT1 3GJ
37,Suzuki Alto,https://www.autotrader.co.uk/car-details/202205045346251,1990,somerton (27 miles),2005,Hatchback,60000.0,1.1,62.0,Manual,Petrol,4.0,Suzuki,DT1 3GJ
38,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202305107231129,3995,4.5 (15 reviews),2005,Hatchback,40000.0,1.2,79.0,Automatic,Petrol,2.0,Vauxhall,DT1 3GJ
39,Mercedes-Benz SL Class,https://www.autotrader.co.uk/car-details/202305117246713,9000,warminster (28 miles),2005,Convertible,47569.0,3.7,245.0,Automatic,Petrol,,Mercedes-Benz,DT1 3GJ
40,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202302023854683,2990,4.8 (117 reviews),2005,Hatchback,58000.0,1.3,70.0,Manual,Diesel,,Vauxhall,DT1 3GJ
41,Nissan Micra,https://www.autotrader.co.uk/car-details/202303225500624,2490,4.6 (331 reviews),2005,Hatchback,93000.0,1.2,79.0,Manual,Petrol,,Nissan,DT1 3GJ
42,Renault Megane,https://www.autotrader.co.uk/car-details/202304276748424,2490,4.6 (331 reviews),2005,Hatchback,67000.0,1.6,111.0,Manual,Petrol,,Renault,DT1 3GJ
43,Nissan Almera,https://www.autotrader.co.uk/car-details/202303024830547,2490,4.6 (331 reviews),2005,Hatchback,59000.0,1.5,89.0,Manual,Petrol,,Nissan,DT1 3GJ
44,Nissan Micra,https://www.autotrader.co.uk/car-details/202304196443373,2490,4.6 (331 reviews),2005,Hatchback,70000.0,1.0,64.0,Manual,Petrol,,Nissan,DT1 3GJ
45,Isuzu Rodeo,https://www.autotrader.co.uk/car-details/202212192634786,7490,yeovil (18 miles),2005,Pickup,91000.0,3.0,161.0,Manual,Diesel,2.0,Isuzu,DT1 3GJ
46,Honda Civic,https://www.autotrader.co.uk/car-details/202210241031463,9995,wimborne (24 miles),2005,Hatchback,79900.0,2.0,197.0,Manual,Petrol,4.0,Honda,DT1 3GJ
47,Nissan 350 Z,https://www.autotrader.co.uk/car-details/202305036939266,6995,bruton (30 miles),2005,Convertible,63000.0,3.5,276.0,Manual,Petrol,8.0,Nissan,DT1 3GJ
48,Volkswagen Polo,https://www.autotrader.co.uk/car-details/202305087135992,1995,4.3 (6 reviews) bournemouth (26 miles),2005,Hatchback,108000.0,1.4,79.0,Manual,Diesel,,Volkswagen,DT1 3GJ
49,Honda Cr-V,https://www.autotrader.co.uk/car-details/202305137333544,3495,5.0 (11 reviews) poole (24 miles),2005,SUV,123000.0,2.0,150.0,Automatic,Petrol,4.0,Honda,DT1 3GJ
50,Ford Focus,https://www.autotrader.co.uk/car-details/202305127312663,2950,wimborne (26 miles),2006,Hatchback,92795.0,2.5,221.0,Manual,Petrol,2.0,Ford,DT1 3GJ
51,SKODA Octavia,https://www.autotrader.co.uk/car-details/202304045948048,1550,5.0 (2 reviews) yeovil (18 miles),2006,Estate,120000.0,2.0,,Manual,Diesel,2.0,SKODA,DT1 3GJ
52,BMW 3 Series,https://www.autotrader.co.uk/car-details/202305137330103,3500,bournemouth (28 miles),2006,Saloon,88392.0,2.0,,Automatic,Petrol,4.0,BMW,DT1 3GJ
53,Honda Civic,https://www.autotrader.co.uk/car-details/202305137336272,1695,4.7 (45 reviews) bournemouth (26 miles),2006,Hatchback,139000.0,2.2,138.0,Manual,Diesel,4.0,Honda,DT1 3GJ
54,Suzuki Swift,https://www.autotrader.co.uk/car-details/202303225507218,1990,4.8 (117 reviews),2006,Hatchback,99000.0,1.3,91.0,Manual,Petrol,,Suzuki,DT1 3GJ
55,Honda Jazz,https://www.autotrader.co.uk/car-details/202305117262280,1995,bournemouth (25 miles),2006,Hatchback,91000.0,1.4,82.0,Manual,Petrol,4.0,Honda,DT1 3GJ
56,Mercedes-Benz CLK,https://www.autotrader.co.uk/car-details/202305046997796,2990,4.9 (56 reviews) christchurch (30 miles),2006,Coupe,99430.0,3.0,221.0,Automatic,Diesel,5.0,Mercedes-Benz,DT1 3GJ
57,Honda Civic,https://www.autotrader.co.uk/car-details/202304156309298,1995,4.6 (23 reviews) poole (23 miles),2006,Hatchback,150000.0,2.2,138.0,Manual,Diesel,,Honda,DT1 3GJ
58,Ford Mondeo,https://www.autotrader.co.uk/car-details/202303305781793,1750,4.7 (100 reviews) ringwood (29 miles),2006,Hatchback,109992.0,1.8,125.0,Manual,Petrol,2.0,Ford,DT1 3GJ
59,MINI Hatch,https://www.autotrader.co.uk/car-details/202110278950726,6495,4.9 (146 reviews) gillingham (23 miles),2006,Hatchback,95012.0,1.6,,Manual,Petrol,4.0,MINI,DT1 3GJ
60,BMW 5 SERIES,https://www.autotrader.co.uk/car-details/202210070491385,4750,somerton (27 miles),2006,Saloon,127000.0,4.0,302.0,Automatic,Petrol,3.0,BMW,DT1 3GJ
61,Toyota RAV4,https://www.autotrader.co.uk/car-details/202302254624879,3995,4.1 (19 reviews) bournemouth (25 miles),2006,SUV,123000.0,2.0,150.0,Automatic,Petrol,2.0,Toyota,DT1 3GJ
62,Ford KA,https://www.autotrader.co.uk/car-details/202210120651748,1490,4.8 (117 reviews),2006,Hatchback,57000.0,1.3,69.0,Manual,Petrol,,Ford,DT1 3GJ
63,Toyota Corolla,https://www.autotrader.co.uk/car-details/202305016884753,2495,4.0 (14 reviews),2006,Hatchback,82500.0,1.6,109.0,Manual,Petrol,2.0,Toyota,DT1 3GJ
64,Peugeot 207,https://www.autotrader.co.uk/car-details/202305046990872,2490,4.6 (331 reviews),2006,Hatchback,67000.0,1.4,75.0,Manual,Petrol,,Peugeot,DT1 3GJ
65,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202302074012748,1990,4.8 (117 reviews),2006,Hatchback,73000.0,1.4,89.0,Manual,Petrol,,Vauxhall,DT1 3GJ
66,Peugeot 206,https://www.autotrader.co.uk/car-details/202302274674393,2190,4.6 (163 reviews),2006,Hatchback,63050.0,1.4,74.0,Manual,Petrol,,Peugeot,DT1 3GJ
67,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202304226564848,3495,4.7 (37 reviews) ringwood (28 miles),2006,Hatchback,34000.0,1.2,79.0,Manual,Petrol,,Vauxhall,DT1 3GJ
68,BMW 5 Series,https://www.autotrader.co.uk/car-details/202305127291984,4295,4.5 (34 reviews) bournemouth (29 miles),2006,Saloon,67000.0,2.5,,Automatic,Petrol,3.0,BMW,DT1 3GJ
69,Volvo C70,https://www.autotrader.co.uk/car-details/202304266688974,3490,4.6 (331 reviews),2006,Convertible,91000.0,2.4,170.0,Automatic,Petrol,,Volvo,DT1 3GJ
70,Toyota Yaris,https://www.autotrader.co.uk/car-details/202305087140711,3395,5.0 (26 reviews) axminster (25 miles),2006,Hatchback,69000.0,1.3,85.0,Manual,Petrol,3.0,Toyota,DT1 3GJ
71,Saab 9-3,https://www.autotrader.co.uk/car-details/202303285710138,2490,4.6 (331 reviews),2006,Convertible,114000.0,2.0,150.0,Manual,Petrol,,Saab,DT1 3GJ
72,Suzuki Ignis,https://www.autotrader.co.uk/car-details/202304066036969,2390,4.8 (117 reviews),2006,Hatchback,75000.0,1.3,93.0,Manual,Petrol,,Suzuki,DT1 3GJ
73,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202305046989022,2490,4.6 (331 reviews),2006,Hatchback,113000.0,1.8,123.0,Automatic,Petrol,,Vauxhall,DT1 3GJ
74,Jaguar X-Type,https://www.autotrader.co.uk/car-details/202301233518424,2490,4.6 (331 reviews),2006,Saloon,98000.0,2.5,194.0,Manual,Petrol,,Jaguar,DT1 3GJ
75,Ford Focus,https://www.autotrader.co.uk/car-details/202304306850136,2295,4.9 (29 reviews) dorchester (1 mile),2006,Estate,131000.0,1.6,99.0,Automatic,Petrol,4.0,Ford,DT1 3GJ
76,Vauxhall Meriva,https://www.autotrader.co.uk/car-details/202304196443986,2490,4.6 (331 reviews),2006,MPV,63000.0,1.4,89.0,Manual,Petrol,,Vauxhall,DT1 3GJ
77,MINI Hatch,https://www.autotrader.co.uk/car-details/202304286770083,4490,4.6 (331 reviews),2006,Hatchback,63000.0,1.6,,Manual,Petrol,,MINI,DT1 3GJ
78,Toyota RAV4,https://www.autotrader.co.uk/car-details/202304296820279,4995,4.5 (34 reviews) bournemouth (29 miles),2006,SUV,81000.0,2.0,150.0,Manual,Petrol,,Toyota,DT1 3GJ
79,Saab 9-3,https://www.autotrader.co.uk/car-details/202303085027503,2490,4.6 (331 reviews),2006,Estate,117000.0,1.8,120.0,Manual,Petrol,,Saab,DT1 3GJ
80,Vauxhall Corsa Van,https://www.autotrader.co.uk/car-details/202305036962915,2868,4.8 (117 reviews),2006,,62000.0,1.3,69.0,Manual,Diesel,,Vauxhall,DT1 3GJ
81,Peugeot 207,https://www.autotrader.co.uk/car-details/202304256646585,2490,4.6 (331 reviews),2006,Hatchback,63000.0,1.6,110.0,Manual,Petrol,,Peugeot,DT1 3GJ
82,Honda Jazz,https://www.autotrader.co.uk/car-details/202304266704123,2490,4.6 (331 reviews),2006,Hatchback,89000.0,1.4,82.0,Manual,Petrol,,Honda,DT1 3GJ
83,Ford Focus C-Max,https://www.autotrader.co.uk/car-details/202304166348422,3980,4.7 (25 reviews) ferndown (27 miles),2006,MPV,69000.0,2.0,143.0,Automatic,Petrol,8.0,Ford,DT1 3GJ
84,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202304216528992,4499,5.0 (47 reviews) dorchester (2 miles),2006,Hatchback,75000.0,1.4,89.0,Automatic,Petrol,,Vauxhall,DT1 3GJ
85,Nissan Elgrand,https://www.autotrader.co.uk/car-details/202304126201099,6650,bridport (14 miles),2006,MPV,86000.0,3.5,,Automatic,Petrol,,Nissan,DT1 3GJ
86,Citroen C3,https://www.autotrader.co.uk/car-details/202305047009138,3490,4.6 (331 reviews),2006,Hatchback,54000.0,1.6,107.0,Automatic,Petrol,,Citroen,DT1 3GJ
87,Audi A3,https://www.autotrader.co.uk/car-details/202304156318282,2999,4.4 (83 reviews),2006,Hatchback,120600.0,2.0,140.0,Automatic,Diesel,,Audi,DT1 3GJ
88,Citroen Xsara Picasso,https://www.autotrader.co.uk/car-details/202305057046305,1990,4.6 (331 reviews),2006,MPV,104000.0,1.6,92.0,Manual,Diesel,,Citroen,DT1 3GJ
89,Suzuki Ignis,https://www.autotrader.co.uk/car-details/202302023854203,3290,4.8 (117 reviews),2006,Hatchback,87000.0,1.5,98.0,Automatic,Petrol,,Suzuki,DT1 3GJ
90,Toyota Avensis,https://www.autotrader.co.uk/car-details/202305016877104,2490,4.6 (331 reviews),2006,Hatchback,111000.0,1.8,127.0,Manual,Petrol,,Toyota,DT1 3GJ
91,Maserati Quattroporte,https://www.autotrader.co.uk/car-details/202304266692680,9995,4.7 (100 reviews) ringwood (29 miles),2006,Saloon,42000.0,4.2,400.0,Automatic,Petrol,,Maserati,DT1 3GJ
92,Honda Jazz,https://www.autotrader.co.uk/car-details/202304266697915,2995,5.0 (2 reviews) sturminster newton (13 miles),2006,Hatchback,105000.0,1.2,75.0,Manual,Petrol,3.0,Honda,DT1 3GJ
93,Toyota RAV4,https://www.autotrader.co.uk/car-details/202303205433669,4990,4.8 (117 reviews),2006,SUV,90000.0,2.2,175.0,Manual,Diesel,,Toyota,DT1 3GJ
94,Peugeot 206,https://www.autotrader.co.uk/car-details/202303305789495,3490,4.6 (331 reviews),2006,Hatchback,56000.0,1.6,110.0,Automatic,Petrol,,Peugeot,DT1 3GJ
95,Porsche Boxster,https://www.autotrader.co.uk/car-details/202302164332206,8450,5.0 (1 review) poole (23 miles),2006,Convertible,87000.0,2.7,240.0,Manual,Petrol,6.0,Porsche,DT1 3GJ
96,Ford Focus C-Max,https://www.autotrader.co.uk/car-details/202303215470794,2990,4.8 (117 reviews),2006,MPV,83000.0,2.0,143.0,Automatic,Petrol,,Ford,DT1 3GJ
97,Honda Jazz,https://www.autotrader.co.uk/car-details/202304216523512,3990,4.6 (163 reviews),2006,Hatchback,83150.0,1.3,82.0,Automatic,Petrol,,Honda,DT1 3GJ
98,Land Rover Discovery 3,https://www.autotrader.co.uk/car-details/202304106149104,5500,poole (23 miles),2006,SUV,122313.0,2.7,190.0,Automatic,Diesel,5.0,Land,DT1 3GJ
99,Land Rover Range Rover,https://www.autotrader.co.uk/car-details/202304156329245,7500,bournemouth (29 miles),2006,SUV,74400.0,3.6,272.0,Automatic,Diesel,,Land,DT1 3GJ
100,Saab 9-3,https://www.autotrader.co.uk/car-details/202304256649212,2490,4.6 (331 reviews),2006,Saloon,111000.0,2.0,175.0,Automatic,Petrol,,Saab,DT1 3GJ
101,Smart Fortwo,https://www.autotrader.co.uk/car-details/202302214487586,3490,4.6 (331 reviews),2006,Hatchback,30000.0,0.7,61.0,Automatic,Petrol,,Smart,DT1 3GJ
102,Toyota Alphard,https://www.autotrader.co.uk/car-details/202305077108330,7000,poole (23 miles),2006,MPV,98000.0,2.4,,Automatic,Petrol,2.0,Toyota,DT1 3GJ
103,Porsche Boxster,https://www.autotrader.co.uk/car-details/202305047011440,9500,poole (25 miles),2006,Convertible,47085.0,,,Automatic,Petrol,3.0,Porsche,DT1 3GJ
104,Toyota Corolla,https://www.autotrader.co.uk/car-details/202212062322623,2290,4.6 (331 reviews),2006,Hatchback,121000.0,1.6,109.0,Manual,Petrol,,Toyota,DT1 3GJ
105,Ford Fiesta,https://www.autotrader.co.uk/car-details/202305117252737,2550,4.1 (19 reviews) bournemouth (25 miles),2006,Hatchback,107000.0,1.4,67.0,Manual,Diesel,,Ford,DT1 3GJ
106,BMW 6 Series,https://www.autotrader.co.uk/car-details/202305157389487,3495,crewkerne (19 miles),2006,Convertible,163544.0,3.0,,Automatic,Petrol,8.0,BMW,DT1 3GJ
107,Honda Civic,https://www.autotrader.co.uk/car-details/202304106145785,2490,4.6 (331 reviews),2006,Hatchback,123000.0,1.8,138.0,Manual,Petrol,,Honda,DT1 3GJ
108,Volvo XC70,https://www.autotrader.co.uk/car-details/202304246612802,4395,5.0 (154 reviews) poole (18 miles),2006,Estate,167000.0,2.4,182.0,Automatic,Diesel,,Volvo,DT1 3GJ
109,Mazda3,https://www.autotrader.co.uk/car-details/202302023859597,2490,4.6 (331 reviews),2006,Hatchback,102000.0,1.6,103.0,Manual,Petrol,,Mazda3,DT1 3GJ
110,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202302204461845,2390,4.6 (331 reviews),2006,Hatchback,105000.0,1.6,103.0,Manual,Petrol,,Vauxhall,DT1 3GJ
111,Honda Jazz,https://www.autotrader.co.uk/car-details/202304216523892,4490,4.6 (163 reviews),2006,Hatchback,66700.0,1.3,82.0,Automatic,Petrol,,Honda,DT1 3GJ
112,Mercedes-Benz SLK,https://www.autotrader.co.uk/car-details/202304106136235,6495,5.0 (28 reviews) wincanton (25 miles),2006,Convertible,62335.0,3.0,231.0,Automatic,Petrol,3.0,Mercedes-Benz,DT1 3GJ
113,Volkswagen FOX,https://www.autotrader.co.uk/car-details/202305097173620,2490,4.6 (331 reviews),2006,Hatchback,76000.0,1.2,,Manual,Petrol,,Volkswagen,DT1 3GJ
114,Mercedes-Benz CLS,https://www.autotrader.co.uk/car-details/202304276748885,4490,4.6 (331 reviews),2006,Saloon,96000.0,3.0,221.0,Automatic,Diesel,,Mercedes-Benz,DT1 3GJ
115,Suzuki Wagon R,https://www.autotrader.co.uk/car-details/202305016877210,2490,4.6 (331 reviews),2006,Hatchback,52000.0,1.2,79.0,Manual,Petrol,,Suzuki,DT1 3GJ
116,Subaru Outback,https://www.autotrader.co.uk/car-details/202304186415406,4490,4.8 (117 reviews),2006,Estate,96000.0,2.5,162.0,Automatic,Petrol,,Subaru,DT1 3GJ
117,Honda Civic,https://www.autotrader.co.uk/car-details/202305107233792,2990,ferndown (27 miles),2006,Hatchback,99000.0,1.8,138.0,Manual,Petrol,2.0,Honda,DT1 3GJ
118,KIA Carens,https://www.autotrader.co.uk/car-details/202304126204752,1795,5.0 (6 reviews) bournemouth (29 miles),2006,MPV,137250.0,2.0,138.0,Manual,Diesel,,KIA,DT1 3GJ
119,Audi S4,https://www.autotrader.co.uk/car-details/202112140509967,6850,4.5 (10 reviews),2006,Saloon,117225.0,4.2,344.0,Automatic,Petrol,,Audi,DT1 3GJ
120,Renault Megane,https://www.autotrader.co.uk/car-details/202303064958752,3790,4.8 (117 reviews),2006,Estate,61000.0,1.6,111.0,Automatic,Petrol,,Renault,DT1 3GJ
121,KIA Picanto,https://www.autotrader.co.uk/car-details/202301243567182,2490,4.8 (117 reviews),2006,Hatchback,58000.0,1.1,64.0,Manual,Petrol,,KIA,DT1 3GJ
122,Citroen C3,https://www.autotrader.co.uk/car-details/202305137323394,1595,yeovil (18 miles),2006,Hatchback,122012.0,1.4,72.0,Manual,Petrol,4.0,Citroen,DT1 3GJ
123,Citroen C2,https://www.autotrader.co.uk/car-details/202302144257887,2490,4.6 (331 reviews),2006,Hatchback,74000.0,1.1,59.0,Manual,Petrol,,Citroen,DT1 3GJ
124,Ford Fiesta,https://www.autotrader.co.uk/car-details/202305036948316,6990,5.0 (9 reviews),2006,Hatchback,12500.0,1.4,79.0,Manual,Petrol,,Ford,DT1 3GJ
125,Ford Fiesta,https://www.autotrader.co.uk/car-details/202305117262507,1750,4.1 (19 reviews) bournemouth (25 miles),2006,Hatchback,155000.0,,74.0,Manual,Petrol,5.0,Ford,DT1 3GJ
126,Nissan Pathfinder,https://www.autotrader.co.uk/car-details/202302134226651,7425,4.9 (813 reviews),2006,SUV,101200.0,2.5,172.0,Automatic,Diesel,,Nissan,DT1 3GJ
127,Fiat Panda,https://www.autotrader.co.uk/car-details/202303165301272,2490,4.6 (331 reviews),2006,Hatchback,66000.0,1.1,54.0,Manual,Petrol,,Fiat,DT1 3GJ
128,Peugeot 206 SW,https://www.autotrader.co.uk/car-details/202303024829155,3490,4.6 (331 reviews),2006,Estate,79000.0,1.6,110.0,Automatic,Petrol,,Peugeot,DT1 3GJ
129,Fiat Panda,https://www.autotrader.co.uk/car-details/202304015867087,2490,4.6 (331 reviews),2006,Hatchback,54000.0,1.1,54.0,Manual,Petrol,,Fiat,DT1 3GJ
130,Nissan Micra,https://www.autotrader.co.uk/car-details/202301042946109,2290,4.6 (331 reviews),2006,Hatchback,91000.0,1.2,79.0,Manual,Petrol,,Nissan,DT1 3GJ
131,Hyundai Getz,https://www.autotrader.co.uk/car-details/202303145235076,2390,4.8 (117 reviews),2006,Hatchback,74000.0,1.1,65.0,Manual,Petrol,,Hyundai,DT1 3GJ
132,Volkswagen Beetle,https://www.autotrader.co.uk/car-details/202305097191802,4475,bournemouth (27 miles),2006,Hatchback,53000.0,2.0,,Manual,Petrol,,Volkswagen,DT1 3GJ
133,BMW Z4,https://www.autotrader.co.uk/car-details/202305077120671,7000,bournemouth (25 miles),2006,Convertible,70000.0,2.5,,Manual,Petrol,8.0,BMW,DT1 3GJ
134,Volkswagen Polo,https://www.autotrader.co.uk/car-details/202304286777800,5000,poole (24 miles),2006,Hatchback,41401.0,1.4,74.0,Automatic,Petrol,,Volkswagen,DT1 3GJ
135,Nissan Micra,https://www.autotrader.co.uk/car-details/202302094110049,3295,4.9 (82 reviews) poole (23 miles),2006,Hatchback,66000.0,1.2,79.0,Manual,Petrol,2.0,Nissan,DT1 3GJ
136,Toyota MR2,https://www.autotrader.co.uk/car-details/202303285724983,7950,5.0 (17 reviews) bournemouth (26 miles),2006,Convertible,51000.0,1.8,138.0,Manual,Petrol,2.0,Toyota,DT1 3GJ
137,Ford Focus,https://www.autotrader.co.uk/car-details/202305046998201,2495,4.7 (19 reviews),2006,Hatchback,120000.0,1.6,100.0,Manual,Petrol,,Ford,DT1 3GJ
138,Renault Clio,https://www.autotrader.co.uk/car-details/202303115147106,1795,4.3 (6 reviews) bournemouth (26 miles),2006,Hatchback,101000.0,1.4,98.0,Manual,Petrol,,Renault,DT1 3GJ
139,Peugeot 107,https://www.autotrader.co.uk/car-details/202305077121671,2995,4.3 (6 reviews) bournemouth (26 miles),2006,Hatchback,75000.0,1.0,,Automatic,Petrol,,Peugeot,DT1 3GJ
140,Chevrolet Matiz,https://www.autotrader.co.uk/car-details/202305057068439,2550,4.9 (75 reviews) ringwood (29 miles),2006,Hatchback,29000.0,1.0,64.0,Manual,Petrol,3.0,Chevrolet,DT1 3GJ
