,name_buy,link_buy,price_buy,seller_buy,year_buy,body_buy,mileage_buy,engine_buy,BHP_buy,transmission_buy,fuel_buy,owners_buy,brand_buy,postcode_buy
2899,Peugeot 2008,https://www.autotrader.co.uk/car-details/202305067089643,5490,4.8 (29 reviews) luton (16 miles),2014.0,SUV,92916.0,1.6,,Manual,Petrol,,Peugeot,MK3 6JS
2900,SKODA Octavia,https://www.autotrader.co.uk/car-details/202305257767523,7850,4.9 (66 reviews) bedford (14 miles),2014.0,Hatchback,133676.0,2.0,,Automatic,Diesel,2.0,SKODA,MK3 6JS
2901,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202305137336291,6499,4.1 (21 reviews) leighton buzzard (8 miles),2014.0,Hatchback,41000.0,1.4,,Manual,Petrol,,Vauxhall,MK3 6JS
2902,KIA Carens,https://www.autotrader.co.uk/car-details/202301093083813,5795,5.0 (19 reviews) luton (16 miles),2014.0,MPV,99412.0,1.7,114.0,Manual,Diesel,2.0,KIA,MK3 6JS
2903,SEAT Alhambra,https://www.autotrader.co.uk/car-details/202305026925605,4990,4.6 (29 reviews) luton (15 miles),2014.0,MPV,175000.0,2.0,,Automatic,Diesel,,SEAT,MK3 6JS
2904,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202304296803130,4795,4.8 (61 reviews) hitchin (19 miles),2014.0,Hatchback,32000.0,1.2,,Manual,Petrol,,Vauxhall,MK3 6JS
2905,BMW 1 Series,https://www.autotrader.co.uk/car-details/202305067084483,7490,4.7 (204 reviews),2014.0,Hatchback,114765.0,2.0,,Manual,Diesel,,BMW,MK3 6JS
2906,Citroen DS3,https://www.autotrader.co.uk/car-details/202212102425676,4995,3.2 (5 reviews) newport pagnell (6 miles),2014.0,Hatchback,82665.0,1.6,111.0,Manual,Diesel,,Citroen,MK3 6JS
2907,SEAT Leon,https://www.autotrader.co.uk/car-details/202305057067256,5495,3.7 (3 reviews) bedford (15 miles),2014.0,Estate,111000.0,1.6,,Manual,Diesel,4.0,SEAT,MK3 6JS
2908,Toyota RAV4,https://www.autotrader.co.uk/car-details/202304256671287,9795,5.0 (56 reviews) luton (15 miles),2014.0,SUV,90563.0,2.2,,Automatic,Diesel,3.0,Toyota,MK3 6JS
2909,Mercedes-Benz A Class,https://www.autotrader.co.uk/car-details/202305137334328,6995,4.4 (14 reviews) leighton buzzard (9 miles),2014.0,Hatchback,128489.0,1.6,,Manual,Petrol,2.0,Mercedes-Benz,MK3 6JS
2910,Renault Clio,https://www.autotrader.co.uk/car-details/202302114174278,4395,4.8 (105 reviews) luton (16 miles),2014.0,Hatchback,106000.0,0.9,90.0,Manual,Petrol,,Renault,MK3 6JS
2911,KIA Sportage,https://www.autotrader.co.uk/car-details/202303315835583,8500,4.9 (143 reviews) leighton buzzard (8 miles),2014.0,SUV,75973.0,2.0,,Manual,Diesel,,KIA,MK3 6JS
2912,Vauxhall Adam,https://www.autotrader.co.uk/car-details/202305067074086,5448,4.3 (252 reviews) bedford (16 miles),2014.0,Hatchback,71993.0,1.2,,Manual,Petrol,,Vauxhall,MK3 6JS
2913,Dacia Sandero,https://www.autotrader.co.uk/car-details/202304196466547,4450,4.9 (71 reviews) northampton (17 miles),2014.0,Hatchback,64478.0,1.1,75.0,Manual,Petrol,,Dacia,MK3 6JS
2914,Peugeot 208,https://www.autotrader.co.uk/car-details/202304136265669,6295,5.0 (174 reviews) luton (15 miles),2014.0,Hatchback,59980.0,1.6,,Manual,Petrol,3.0,Peugeot,MK3 6JS
2915,Vauxhall Zafira,https://www.autotrader.co.uk/car-details/202304126217651,2990,4.0 (4 reviews) luton (15 miles),2014.0,MPV,90000.0,1.7,,Manual,Diesel,4.0,Vauxhall,MK3 6JS
2916,BMW 5 Series,https://www.autotrader.co.uk/car-details/202305107220005,9594,4.5 (80 reviews) luton (16 miles),2014.0,Saloon,85787.0,2.0,,Manual,Diesel,,BMW,MK3 6JS
2917,Nissan Micra,https://www.autotrader.co.uk/car-details/202305127310611,2990,3.0 (2 reviews) luton (15 miles),2014.0,Hatchback,109900.0,1.2,,Manual,Petrol,,Nissan,MK3 6JS
2918,Vauxhall Zafira,https://www.autotrader.co.uk/car-details/202304296835586,3995,luton (17 miles),2014.0,MPV,71000.0,1.8,,Manual,Petrol,,Vauxhall,MK3 6JS
2919,BMW 5 SERIES,https://www.autotrader.co.uk/car-details/202305026892844,8995,3.8 (155 reviews) shefford (16 miles),2014.0,Saloon,72581.0,2.0,184.0,Manual,Diesel,,BMW,MK3 6JS
2920,Vauxhall Insignia,https://www.autotrader.co.uk/car-details/202305197565299,5489,bedford (15 miles),2014.0,Hatchback,110500.0,2.0,,Manual,Diesel,2.0,Vauxhall,MK3 6JS
2921,Nissan Qashqai,https://www.autotrader.co.uk/car-details/202305107218358,7995,4.7 (20 reviews) newport pagnell (6 miles),2014.0,Hatchback,111000.0,1.5,108.0,Manual,Diesel,,Nissan,MK3 6JS
2922,Mercedes-Benz A Class,https://www.autotrader.co.uk/car-details/202304236584362,9995,5.0 (79 reviews) luton (17 miles),2014.0,Hatchback,93000.0,2.1,,Automatic,Diesel,,Mercedes-Benz,MK3 6JS
2923,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202303245594616,4995,bedford (15 miles),2014.0,Hatchback,51729.0,1.4,,Manual,Petrol,,Vauxhall,MK3 6JS
2924,KIA Carens,https://www.autotrader.co.uk/car-details/202305237695958,5999,4.6 (12 reviews) milton keynes (5 miles),2014.0,MPV,93763.0,1.7,,Manual,Diesel,,KIA,MK3 6JS
2925,Mazda6,https://www.autotrader.co.uk/car-details/202305067099139,7500,4.5 (15 reviews) milton keynes (5 miles),2014.0,Estate,90000.0,2.2,,Automatic,Diesel,,Mazda6,MK3 6JS
2926,Citroen Grand C4 Picasso,https://www.autotrader.co.uk/car-details/202305047011398,5290,4.6 (29 reviews) luton (15 miles),2014.0,MPV,123900.0,1.6,,Manual,Diesel,,Citroen,MK3 6JS
2927,Toyota Aygo,https://www.autotrader.co.uk/car-details/202303255623111,5295,4.9 (101 reviews) shefford (16 miles),2014.0,Hatchback,46500.0,1.0,,Manual,Petrol,4.0,Toyota,MK3 6JS
2928,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202304156323918,4699,5.0 (3 reviews) luton (15 miles),2014.0,Hatchback,83403.0,1.4,,Manual,Petrol,4.0,Vauxhall,MK3 6JS
2929,Audi TT,https://www.autotrader.co.uk/car-details/202304196441239,9599,4.2 (11 reviews) milton keynes (7 miles),2014.0,Coupe,68805.0,1.8,,Manual,Petrol,2.0,Audi,MK3 6JS
2930,Ford Focus,https://www.autotrader.co.uk/car-details/202304056011318,5473,5.0 (29 reviews) luton (18 miles),2014.0,Hatchback,100000.0,1.0,,Manual,Petrol,,Ford,MK3 6JS
2931,MINI Hatch,https://www.autotrader.co.uk/car-details/202305207602350,7785,northampton (19 miles),2014.0,Hatchback,34700.0,1.5,,Manual,Diesel,,MINI,MK3 6JS
2932,Volkswagen Polo,https://www.autotrader.co.uk/car-details/202304136257361,6600,5.0 (4 reviews) luton (15 miles),2014.0,Hatchback,83609.0,1.0,,Manual,Petrol,,Volkswagen,MK3 6JS
2933,Vauxhall Mokka,https://www.autotrader.co.uk/car-details/202304206489576,6359,3.7 (61 reviews) milton keynes (7 miles),2014.0,SUV,66200.0,1.4,,Manual,Petrol,4.0,Vauxhall,MK3 6JS
2934,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202209230052554,2995,luton (15 miles),2014.0,Hatchback,121985.0,2.0,,Manual,Diesel,,Vauxhall,MK3 6JS
2935,Mazda MX-5,https://www.autotrader.co.uk/car-details/202209099612699,8990,5.0 (40 reviews) bedford (14 miles),2014.0,Convertible,45000.0,1.8,,Manual,Petrol,,Mazda,MK3 6JS
2936,Volkswagen Polo,https://www.autotrader.co.uk/car-details/202304176374741,7495,4.5 (10 reviews),2014.0,Hatchback,55346.0,1.2,,Manual,Petrol,3.0,Volkswagen,MK3 6JS
2937,Vauxhall Astra Gtc,https://www.autotrader.co.uk/car-details/202305117265136,6200,5.0 (290 reviews) milton keynes (5 miles),2014.0,Coupe,74000.0,2.0,,Manual,Diesel,,Vauxhall,MK3 6JS
2938,Peugeot 2008,https://www.autotrader.co.uk/car-details/202305087145201,5000,4.5 (40 reviews) bedford (14 miles),2014.0,SUV,93000.0,1.6,,Manual,Diesel,2.0,Peugeot,MK3 6JS
2939,Ford Fiesta,https://www.autotrader.co.uk/car-details/202303074988358,6295,4.8 (63 reviews) dunstable (16 miles),2014.0,Hatchback,70468.0,,,Manual,Petrol,3.0,Ford,MK3 6JS
2940,Peugeot 208,https://www.autotrader.co.uk/car-details/202304176384281,2495,northampton (17 miles),2014.0,Hatchback,120000.0,1.2,,Manual,Petrol,,Peugeot,MK3 6JS
2941,Vauxhall Insignia,https://www.autotrader.co.uk/car-details/202305177485057,8490,4.5 (10 reviews),2014.0,Hatchback,58877.0,2.0,,Automatic,Petrol,6.0,Vauxhall,MK3 6JS
2942,Jaguar XF,https://www.autotrader.co.uk/car-details/202305097187495,6290,4.9 (140 reviews) bedford (15 miles),2014.0,Saloon,126000.0,2.2,,Automatic,Diesel,2.0,Jaguar,MK3 6JS
2943,KIA Ceed,https://www.autotrader.co.uk/car-details/202303165306988,5250,bicester (19 miles),2014.0,Hatchback,85500.0,1.6,,Manual,Diesel,3.0,KIA,MK3 6JS
2944,SEAT Ibiza,https://www.autotrader.co.uk/car-details/202305127297446,5995,4.2 (24 reviews) bedford (14 miles),2014.0,Hatchback,69629.0,1.2,,Manual,Petrol,,SEAT,MK3 6JS
2945,MINI Countryman,https://www.autotrader.co.uk/car-details/202305016863355,7870,4.6 (779 reviews) milton keynes (4 miles),2014.0,SUV,79416.0,2.0,143.0,Manual,Diesel,3.0,MINI,MK3 6JS
2946,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202305207605657,3800,4.9 (53 reviews) bedford (11 miles),2014.0,Hatchback,76000.0,1.2,,Manual,Petrol,2.0,Vauxhall,MK3 6JS
2947,Hyundai i10,https://www.autotrader.co.uk/car-details/202305237680998,6995,4.9 (115 reviews) luton (15 miles),2014.0,Hatchback,22000.0,1.0,,Manual,Petrol,2.0,Hyundai,MK3 6JS
2948,Renault Megane,https://www.autotrader.co.uk/car-details/202305067089850,6999,4.9 (94 reviews),2014.0,Coupe,26125.0,1.6,,Manual,Petrol,,Renault,MK3 6JS
2949,Ford Focus,https://www.autotrader.co.uk/car-details/202305057048597,4250,4.1 (45 reviews) bedford (13 miles),2014.0,Hatchback,103391.0,1.0,,Manual,Petrol,,Ford,MK3 6JS
2950,BMW 5 Series,https://www.autotrader.co.uk/car-details/202304146276704,7999,5.0 (3 reviews) luton (15 miles),2014.0,Estate,123235.0,2.0,,Automatic,Diesel,2.0,BMW,MK3 6JS
2951,Peugeot 208,https://www.autotrader.co.uk/car-details/202304276746562,5759,3.7 (61 reviews) milton keynes (7 miles),2014.0,Hatchback,58000.0,1.6,,Manual,Petrol,3.0,Peugeot,MK3 6JS
2952,Volkswagen Sharan,https://www.autotrader.co.uk/car-details/202304186411641,4960,milton keynes (1 mile),2014.0,MPV,137303.0,2.0,,Automatic,Diesel,4.0,Volkswagen,MK3 6JS
2953,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202305117257907,6500,4.9 (223 reviews),2014.0,Hatchback,56671.0,1.6,,Manual,Petrol,2.0,Vauxhall,MK3 6JS
2954,MINI Hatch Cooper,https://www.autotrader.co.uk/car-details/202303024808347,6695,4.8 (122 reviews),2014.0,Hatchback,109000.0,1.5,134.0,Manual,Petrol,2.0,MINI,MK3 6JS
2955,MINI Countryman,https://www.autotrader.co.uk/car-details/202305016863355,7870,4.6 (779 reviews) milton keynes (4 miles),2014.0,SUV,79416.0,2.0,143.0,Manual,Diesel,3.0,MINI,MK3 6JS
2956,KIA RIO,https://www.autotrader.co.uk/car-details/202305237700774,6995,4.9 (91 reviews) northampton (20 miles),2014.0,Hatchback,48895.0,,,Manual,Petrol,,KIA,MK3 6JS
2957,Peugeot 208,https://www.autotrader.co.uk/car-details/202304276746562,5759,3.7 (61 reviews) milton keynes (7 miles),2014.0,Hatchback,58000.0,1.6,,Manual,Petrol,3.0,Peugeot,MK3 6JS
2958,Mazda CX-5,https://www.autotrader.co.uk/car-details/202305207591131,9995,4.4 (21 reviews) bedford (18 miles),2014.0,SUV,72000.0,2.2,,Automatic,Diesel,,Mazda,MK3 6JS
2959,BMW 5 Series,https://www.autotrader.co.uk/car-details/202304076080282,8790,luton (15 miles),2014.0,Saloon,112000.0,2.0,,Automatic,Diesel,,BMW,MK3 6JS
2960,SKODA Octavia,https://www.autotrader.co.uk/car-details/202305067086782,7995,4.9 (101 reviews) shefford (16 miles),2014.0,Estate,89200.0,2.0,,Manual,Diesel,2.0,SKODA,MK3 6JS
2961,Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202303255618896,3450,luton (17 miles),2014.0,Hatchback,118000.0,1.6,,Manual,Diesel,,Alfa,MK3 6JS
2962,BMW 1 SERIES,https://www.autotrader.co.uk/car-details/202303275661672,7999,4.8 (71 reviews) leighton buzzard (8 miles),2014.0,Hatchback,75508.0,2.0,114.0,Manual,Diesel,,BMW,MK3 6JS
2963,Vauxhall Mokka,https://www.autotrader.co.uk/car-details/202303265637673,6785,4.8 (64 reviews) bedford (14 miles),2014.0,SUV,59800.0,1.7,,Manual,Diesel,,Vauxhall,MK3 6JS
2964,Vauxhall Astra Gtc,https://www.autotrader.co.uk/car-details/202304146276321,5490,luton (15 miles),2014.0,Coupe,52000.0,1.4,,Automatic,Petrol,,Vauxhall,MK3 6JS
2965,Mazda CX-5,https://www.autotrader.co.uk/car-details/202305207591131,9995,4.4 (21 reviews) bedford (18 miles),2014.0,SUV,72000.0,2.2,,Automatic,Diesel,,Mazda,MK3 6JS
2966,SKODA Octavia,https://www.autotrader.co.uk/car-details/202305067086782,7995,4.9 (101 reviews) shefford (16 miles),2014.0,Estate,89200.0,2.0,,Manual,Diesel,2.0,SKODA,MK3 6JS
2967,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202305147359544,3490,4.8 (118 reviews) bedford (7 miles),2014.0,Hatchback,78000.0,1.2,,Manual,Petrol,,Vauxhall,MK3 6JS
2968,Ford Fiesta,https://www.autotrader.co.uk/car-details/202305207584440,6495,5.0 (113 reviews),2014.0,Hatchback,57299.0,1.0,,Manual,Petrol,2.0,Ford,MK3 6JS
2969,Vauxhall Astra Gtc,https://www.autotrader.co.uk/car-details/202304146276321,5490,luton (15 miles),2014.0,Coupe,52000.0,1.4,,Automatic,Petrol,,Vauxhall,MK3 6JS
2970,Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202303255618896,3450,luton (17 miles),2014.0,Hatchback,118000.0,1.6,,Manual,Diesel,,Alfa,MK3 6JS
2971,KIA Proceed,https://www.autotrader.co.uk/car-details/202305026902298,5999,4.1 (59 reviews) dunstable (12 miles),2014.0,Hatchback,65074.0,1.6,,Manual,Diesel,2.0,KIA,MK3 6JS
2972,Volkswagen Golf,https://www.autotrader.co.uk/car-details/202303165305099,5500,4.4 (178 reviews) luton (15 miles),2014.0,Hatchback,133000.0,1.6,,Manual,Diesel,3.0,Volkswagen,MK3 6JS
2973,Fiat Panda,https://www.autotrader.co.uk/car-details/202304186411975,3495,bedford (13 miles),2014.0,Hatchback,94000.0,1.2,,Manual,Petrol,2.0,Fiat,MK3 6JS
2974,Volkswagen Passat,https://www.autotrader.co.uk/car-details/202305237674182,4395,milton keynes (6 miles),2014.0,Saloon,104193.0,2.0,,Manual,Diesel,5.0,Volkswagen,MK3 6JS
2975,Vauxhall Cascada,https://www.autotrader.co.uk/car-details/202305217629832,5000,northampton (18 miles),2014.0,Convertible,73864.0,1.6,,Automatic,Petrol,2.0,Vauxhall,MK3 6JS
2976,Renault Captur,https://www.autotrader.co.uk/car-details/202302144246791,5995,4.5 (28 reviews) northampton (19 miles),2014.0,SUV,90000.0,1.5,,Manual,Diesel,,Renault,MK3 6JS
2977,SEAT Leon,https://www.autotrader.co.uk/car-details/202305057043029,4690,3.7 (27 reviews) luton (14 miles),2014.0,Hatchback,136278.0,1.6,,Manual,Diesel,2.0,SEAT,MK3 6JS
2978,Peugeot 108,https://www.autotrader.co.uk/car-details/202304166339184,5490,4.8 (236 reviews) bedford (15 miles),2014.0,Hatchback,39000.0,1.0,68.0,Manual,Petrol,,Peugeot,MK3 6JS
2979,Vauxhall Insignia,https://www.autotrader.co.uk/car-details/202304055991683,4890,4.7 (118 reviews) milton keynes (4 miles),2014.0,Hatchback,111436.0,2.0,,Manual,Diesel,2.0,Vauxhall,MK3 6JS
2980,Mercedes-Benz A Class,https://www.autotrader.co.uk/car-details/202305187518227,6395,luton (18 miles),2014.0,Hatchback,135000.0,1.5,,Manual,Diesel,,Mercedes-Benz,MK3 6JS
2981,Peugeot 108,https://www.autotrader.co.uk/car-details/202305227643087,3995,bedford (15 miles),2014.0,Hatchback,55242.0,1.2,,Manual,Petrol,4.0,Peugeot,MK3 6JS
2982,Citroen DS4,https://www.autotrader.co.uk/car-details/202305137328123,6999,4.8 (98 reviews) dunstable (14 miles),2014.0,Hatchback,66095.0,2.0,161.0,Manual,Diesel,2.0,Citroen,MK3 6JS
2983,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202304066043873,4699,4.7 (34 reviews) milton keynes (4 miles),2014.0,Hatchback,70000.0,1.4,,Manual,Petrol,2.0,Vauxhall,MK3 6JS
2984,Ford Focus,https://www.autotrader.co.uk/car-details/202304056013655,7490,4.7 (118 reviews) milton keynes (4 miles),2014.0,Hatchback,52411.0,1.6,,Manual,Petrol,3.0,Ford,MK3 6JS
2985,Renault Captur,https://www.autotrader.co.uk/car-details/202303315834852,7450,4.9 (102 reviews),2014.0,SUV,67645.0,1.5,,Manual,Diesel,2.0,Renault,MK3 6JS
2986,Nissan Juke,https://www.autotrader.co.uk/car-details/202305016890529,5890,5.0 (27 reviews) bedford (14 miles),2014.0,SUV,90000.0,1.5,,Manual,Diesel,,Nissan,MK3 6JS
2987,BMW 2 SERIES,https://www.autotrader.co.uk/car-details/202212132496304,9499,4.8 (98 reviews) dunstable (14 miles),2014.0,Coupe,71396.0,2.0,141.0,Manual,Diesel,2.0,BMW,MK3 6JS
2988,Volkswagen Golf,https://www.autotrader.co.uk/car-details/202301213473973,5500,bedford (14 miles),2014.0,Hatchback,124000.0,1.6,,Manual,Diesel,2.0,Volkswagen,MK3 6JS
2989,Volkswagen Golf,https://www.autotrader.co.uk/car-details/202305097185179,8713,4.8 (453 reviews) luton (16 miles),2014.0,Hatchback,83000.0,2.0,,Manual,Diesel,3.0,Volkswagen,MK3 6JS
2990,Citroen C1,https://www.autotrader.co.uk/car-details/202305067099679,5695,4.5 (15 reviews) milton keynes (5 miles),2014.0,Hatchback,54000.0,1.0,,Manual,Petrol,,Citroen,MK3 6JS
2991,Ford Fiesta,https://www.autotrader.co.uk/car-details/202305227639616,4995,bedford (8 miles),2014.0,Hatchback,79124.0,1.0,,Manual,Petrol,2.0,Ford,MK3 6JS
2992,MINI Hatch Cooper,https://www.autotrader.co.uk/car-details/202305187506200,5990,4.8 (60 reviews),2014.0,Hatchback,85000.0,1.5,114.0,Manual,Diesel,,MINI,MK3 6JS
2993,MINI Hatch,https://www.autotrader.co.uk/car-details/202302043937140,7250,4.9 (93 reviews) milton keynes (3 miles),2014.0,Hatchback,89799.0,1.5,,Manual,Petrol,2.0,MINI,MK3 6JS
2994,Ford Focus,https://www.autotrader.co.uk/car-details/202305237684043,4698,4.6 (116 reviews) luton (16 miles),2014.0,Hatchback,137517.0,1.6,,Manual,Diesel,2.0,Ford,MK3 6JS
2995,BMW 3 Series,https://www.autotrader.co.uk/car-details/202305026891881,7495,4.8 (61 reviews) hitchin (19 miles),2014.0,Saloon,134850.0,2.0,218.0,Automatic,Diesel,,BMW,MK3 6JS
2996,Mazda3,https://www.autotrader.co.uk/car-details/202304116165296,9650,4.7 (144 reviews),2014.0,Hatchback,59503.0,2.0,,Manual,Petrol,,Mazda3,MK3 6JS
2997,Volvo V40 Cross Country,https://www.autotrader.co.uk/car-details/202304236581464,7000,4.1 (44 reviews) milton keynes (1 mile),2014.0,Hatchback,78425.0,1.6,,Manual,Diesel,,Volvo,MK3 6JS
2998,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202305147362706,6895,5.0 (113 reviews) wavendon (5 miles),2014.0,Hatchback,61000.0,1.4,,Manual,Petrol,,Vauxhall,MK3 6JS
2999,Hyundai ix35,https://www.autotrader.co.uk/car-details/202305257788411,6450,aylesbury (13 miles),2014.0,SUV,69350.0,1.7,,Manual,Diesel,3.0,Hyundai,MK3 6JS
3000,Nissan Juke,https://www.autotrader.co.uk/car-details/202304256674084,6500,4.7 (144 reviews),2014.0,SUV,74607.0,1.5,,Manual,Diesel,,Nissan,MK3 6JS
3001,Dacia Sandero Stepway,https://www.autotrader.co.uk/car-details/202305127313966,4125,5.0 (43 reviews) luton (15 miles),2014.0,Hatchback,99401.0,1.5,,Manual,Diesel,2.0,Dacia,MK3 6JS
3002,BMW 1 Series,https://www.autotrader.co.uk/car-details/202303245592882,6995,5.0 (37 reviews) luton (17 miles),2014.0,Hatchback,86000.0,1.6,,Manual,Diesel,,BMW,MK3 6JS
3003,KIA RIO,https://www.autotrader.co.uk/car-details/202305197562747,4299,5.0 (36 reviews) luton (15 miles),2014.0,Hatchback,103915.0,,,Manual,Petrol,,KIA,MK3 6JS
3004,Audi A6 Saloon,https://www.autotrader.co.uk/car-details/202305097189626,7899,northampton (19 miles),2014.0,Saloon,149250.0,2.0,,Automatic,Diesel,3.0,Audi,MK3 6JS
3005,Audi A4,https://www.autotrader.co.uk/car-details/202303044890954,7989,4.6 (128 reviews) bedford (14 miles),2014.0,Saloon,108904.0,2.0,,Automatic,Diesel,,Audi,MK3 6JS
3006,Nissan Leaf,https://www.autotrader.co.uk/car-details/202210150760849,7099,4.9 (2639 reviews) milton keynes (1 mile),2014.0,Hatchback,26274.0,,109.0,Automatic,Electric,,Nissan,MK3 6JS
3007,Vauxhall Adam,https://www.autotrader.co.uk/car-details/202303275663023,6495,northampton (18 miles),2014.0,Hatchback,54500.0,1.2,,Manual,Petrol,5.0,Vauxhall,MK3 6JS
3008,Volkswagen Polo,https://www.autotrader.co.uk/car-details/202305187512217,6599,4.1 (21 reviews) leighton buzzard (8 miles),2014.0,Hatchback,82000.0,1.0,,Manual,Petrol,,Volkswagen,MK3 6JS
3009,Volkswagen Sharan,https://www.autotrader.co.uk/car-details/202304286770301,6550,4.9 (102 reviews),2014.0,MPV,110000.0,2.0,,Automatic,Diesel,,Volkswagen,MK3 6JS
3010,Audi A3,https://www.autotrader.co.uk/car-details/202304206499489,7250,5.0 (5 reviews) bedford (15 miles),2014.0,Hatchback,102500.0,1.2,,Manual,Petrol,2.0,Audi,MK3 6JS
3011,Renault Clio,https://www.autotrader.co.uk/car-details/202305016874776,6890,4.5 (10 reviews),2014.0,Hatchback,61024.0,1.5,,Manual,Diesel,2.0,Renault,MK3 6JS
3012,Ford Kuga,https://www.autotrader.co.uk/car-details/202302174380108,9830,4.8 (453 reviews) luton (16 miles),2014.0,SUV,59686.0,2.0,,Automatic,Diesel,,Ford,MK3 6JS
3013,SKODA Octavia,https://www.autotrader.co.uk/car-details/202304056007052,9850,4.7 (144 reviews),2014.0,Hatchback,66366.0,2.0,,Manual,Diesel,,SKODA,MK3 6JS
3014,Renault Captur,https://www.autotrader.co.uk/car-details/202305237699638,9949,4.2 (50 reviews) leighton buzzard (8 miles),2014.0,SUV,53000.0,1.2,120.0,Automatic,Petrol,,Renault,MK3 6JS
3015,Honda Cr-V,https://www.autotrader.co.uk/car-details/202304076083298,7495,luton (17 miles),2014.0,SUV,87700.0,1.6,,Manual,Diesel,,Honda,MK3 6JS
3016,Volkswagen Golf,https://www.autotrader.co.uk/car-details/202211181781747,7990,4.5 (79 reviews) luton (17 miles),2014.0,Hatchback,107120.0,2.0,,Automatic,Diesel,,Volkswagen,MK3 6JS
3017,Renault Clio,https://www.autotrader.co.uk/car-details/202304146291265,7895,4.9 (39 reviews) aylesbury (14 miles),2014.0,Hatchback,37805.0,1.5,,Manual,Diesel,2.0,Renault,MK3 6JS
3018,Ford Fiesta,https://www.autotrader.co.uk/car-details/202303155282203,6999,northampton (20 miles),2014.0,Hatchback,33023.0,1.0,,Manual,Petrol,2.0,Ford,MK3 6JS
3019,SKODA Yeti,https://www.autotrader.co.uk/car-details/202304035917483,5495,3.8 (155 reviews) shefford (16 miles),2014.0,SUV,107487.0,2.0,,Manual,Diesel,,SKODA,MK3 6JS
3020,Audi A3,https://www.autotrader.co.uk/car-details/202304156329516,9765,4.4 (104 reviews) luton (17 miles),2014.0,Hatchback,56465.0,2.0,,Manual,Diesel,,Audi,MK3 6JS
3021,SKODA Octavia,https://www.autotrader.co.uk/car-details/202210080541496,6795,5.0 (19 reviews) luton (16 miles),2014.0,Hatchback,91465.0,2.0,148.0,Manual,Diesel,3.0,SKODA,MK3 6JS
3022,Fiat 500,https://www.autotrader.co.uk/car-details/202305117275535,5150,milton keynes (6 miles),2014.0,Hatchback,76872.0,1.2,,Manual,Petrol,,Fiat,MK3 6JS
3023,Toyota Avensis,https://www.autotrader.co.uk/car-details/202305087139234,6490,4.9 (193 reviews) bedford (17 miles),2014.0,Estate,96000.0,2.0,124.0,Manual,Diesel,,Toyota,MK3 6JS
3024,BMW 1 SERIES,https://www.autotrader.co.uk/car-details/202305237680560,9483,5.0 (205 reviews),2014.0,Hatchback,56523.0,1.6,135.0,Manual,Petrol,,BMW,MK3 6JS
3025,Nissan Qashqai,https://www.autotrader.co.uk/car-details/202304156324430,7999,4.9 (93 reviews) milton keynes (3 miles),2014.0,SUV,106800.0,1.6,,Manual,Diesel,4.0,Nissan,MK3 6JS
3026,Toyota Verso,https://www.autotrader.co.uk/car-details/202305087144861,7190,4.9 (34 reviews) bedford (15 miles),2014.0,MPV,81900.0,2.0,,Manual,Diesel,2.0,Toyota,MK3 6JS
3027,MINI Hatch,https://www.autotrader.co.uk/car-details/202305237687654,7290,4.7 (97 reviews) aylesbury (19 miles),2014.0,Hatchback,72500.0,1.5,,Manual,Diesel,3.0,MINI,MK3 6JS
3028,Renault Megane,https://www.autotrader.co.uk/car-details/202305187519360,5295,4.6 (10 reviews) northampton (15 miles),2014.0,Coupe,71350.0,1.5,,Manual,Diesel,4.0,Renault,MK3 6JS
3029,Vauxhall Zafira Diesel Tourer,https://www.autotrader.co.uk/car-details/202304266681923,9229,towcester (15 miles),2014.0,MPV,46464.0,1.6,,Manual,Diesel,3.0,Vauxhall,MK3 6JS
3030,Nissan Leaf,https://www.autotrader.co.uk/car-details/202211151707038,6649,4.9 (2639 reviews) milton keynes (1 mile),2014.0,Hatchback,42948.0,,109.0,Automatic,Electric,2.0,Nissan,MK3 6JS
3031,Fiat 500,https://www.autotrader.co.uk/car-details/202304106143815,5695,5.0 (113 reviews) wavendon (5 miles),2014.0,Hatchback,69000.0,1.2,69.0,Manual,Petrol,,Fiat,MK3 6JS
3032,Citroen C4 Picasso,https://www.autotrader.co.uk/car-details/202211021306797,9594,4.5 (80 reviews) luton (16 miles),2014.0,MPV,36919.0,1.6,,Manual,Petrol,2.0,Citroen,MK3 6JS
3033,Peugeot 308 SW,https://www.autotrader.co.uk/car-details/202305087143912,6399,4.8 (131 reviews) luton (15 miles),2014.0,Estate,57948.0,1.6,,Manual,Diesel,,Peugeot,MK3 6JS
3034,Ford C-Max,https://www.autotrader.co.uk/car-details/202208048480651,7595,5.0 (113 reviews) wavendon (5 miles),2014.0,MPV,58000.0,1.6,,Manual,Diesel,,Ford,MK3 6JS
